company,location,total_laid_off,date,percentage_laid_off,industry,source,stage,funds_raised,country,date_added,ticker,price_before,price_day0,price_day30,return_immediate,return_30day,target
Intel,Sacramento,311.0,2023-12-21,,Hardware,https://www.theregister.com/2023/12/21/intel_gifts_311_cali_workers/,Post-IPO,12.0,United States,12/19/2023,INTC,45.15523910522461,46.457801818847656,48.44123458862305,2.8846325242298096,7.277107924821589,1
Rivian,Detroit,20.0,2023-12-07,,Transportation,https://www.theinformation.com/articles/exclusive-from-the-electric-rivian-becomes-the-latest-to-lay-off-battery-workers,Post-IPO,10700.0,United States,12/22/2023,RIVN,18.3799991607666,19.190000534057617,19.06999969482422,4.406971764286151,3.754083599364203,1
Unity,SF Bay Area,265.0,2023-11-28,0.04,Other,https://www.reuters.com/technology/unity-software-cut-38-staff-company-reset-2023-11-28/,Post-IPO,1300.0,United States,11/29/2023,U,28.1299991607666,29.3700008392334,40.88999938964844,4.408111324070883,45.36082690922519,1
Amazon,Seattle,180.0,2023-11-13,,Retail,https://www.cnbc.com/2023/11/13/amazon-cuts-more-than-180-jobs-in-gaming-division.html,Post-IPO,108.0,United States,11/13/2023,AMZN,143.55999755859375,142.58999633789062,149.97000122070312,-0.6756765374750169,4.46503466921079,1
Snap,Los Angeles,20.0,2023-11-08,,Consumer,https://www.theinformation.com/articles/snap-lays-off-product-managers-as-spiegel-revamps-workforce,Post-IPO,4900.0,United States,11/9/2023,SNAP,10.960000038146973,11.229999542236328,15.850000381469727,2.463499116328514,44.6167912983832,1
Zillow,Seattle,23.0,2023-11-07,,Real Estate,https://www.realestatenews.com/2023/11/07/zillow-confirms-layoffs-affecting-a-small-number-of-roles,Post-IPO,97.0,United States,11/8/2023,Z,37.11000061035156,38.0099983215332,45.54999923706055,2.4252161044982383,22.743191829414062,1
Google,SF Bay Area,40.0,2023-10-18,,Consumer,https://www.cnbc.com/2023/10/18/google-cuts-dozens-of-jobs-in-news-division-.html,Post-IPO,26.0,United States,10/19/2023,GOOGL,138.57467651367188,136.82913208007812,135.8472137451172,-1.2596417162998272,-1.9682259682457885,0
Expedia,Seattle,100.0,2023-10-17,,Travel,https://skift.com/2023/10/17/expedia-laid-off-around-100-employees-in-second-round-of-job-cuts/,Post-IPO,3300.0,United States,10/17/2023,EXPE,98.65787506103516,100.51879119873047,133.53012084960938,1.8862317240707323,35.346641884391225,1
Snap,Los Angeles,170.0,2023-09-27,,Consumer,https://newsroom.snap.com/ar-enterprise-strategic-review,Post-IPO,4900.0,United States,9/28/2023,SNAP,8.34000015258789,8.489999771118164,10.010000228881836,1.7985565441953713,20.023981363786262,1
Roblox,New York City,30.0,2023-09-22,,Consumer,https://techcrunch.com/2023/09/21/roblox-cuts-30-on-talent-acquisition-team-as-hiring-slows/,Post-IPO,857.0,United States,9/22/2023,RBLX,25.309999465942383,25.389999389648438,30.549999237060547,0.3160803057846924,20.703278868769665,1
Cisco,SF Bay Area,350.0,2023-09-17,,Infrastructure,https://www.marketwatch.com/story/cisco-to-cut-350-jobs-in-latest-round-of-layoffs-f9084451,Post-IPO,2.0,United States,9/20/2023,CSCO,51.968387603759766,52.03330612182617,49.4388427734375,0.12491924621827132,-4.86746837252126,0
Google,SF Bay Area,75.0,2023-09-13,,Consumer,https://www.eastbaytimes.com/2023/10/31/google-tech-job-cut-layoff-bay-area-economy-office-lease-alphabet/,Post-IPO,26.0,United States,9/13/2023,GOOGL,134.2305908203125,135.58937072753906,138.57469177246094,1.012272909567604,3.236297274414637,1
Intel,SF Bay Area,140.0,2023-08-17,,Hardware,https://www.tomshardware.com/news/intel-to-make-further-workforce-cuts-in-us-report,Post-IPO,12.0,United States,8/19/2023,INTC,32.97842788696289,32.044063568115234,34.119354248046875,-2.8332591294233023,3.4596141604888873,1
Microsoft,Seattle,1000.0,2023-07-18,,Other,https://www.businessinsider.com/microsoft-layoffs-more-than-1000-jobs-sales-customer-service-2023-7?IR=T,Post-IPO,1.0,United States,7/10/2023,MSFT,338.47015380859375,351.9411926269531,315.7882080078125,3.979978342780942,-6.701313408451365,0
Amazon,Seattle,80.0,2023-07-13,,Retail,https://news.yahoo.com/amazon-lays-off-80-workers-230451163.html?guccounter=1,Post-IPO,108.0,United States,7/14/2023,AMZN,130.8000030517578,134.3000030517578,135.07000732421875,2.6758409161619388,3.2645291841249335,1
Peloton,New York City,11.0,2023-07-13,,Fitness,https://dol.ny.gov/system/files/documents/2023/07/warn-peloton-interactive-nyc-2023-0006-7-14-2023.pdf,Post-IPO,1900.0,United States,7/17/2023,PTON,9.470000267028809,9.600000381469727,7.210000038146973,1.3727572415550229,-23.86483806922749,0
Robinhood,SF Bay Area,150.0,2023-06-26,0.07,Finance,https://www.wsj.com/articles/robinhood-lays-off-about-7-of-its-full-time-employees-2111cb48,Post-IPO,5600.0,United States,6/26/2023,HOOD,9.489999771118164,9.630000114440918,12.729999542236328,1.4752407449874816,34.1411996760924,1
Uber,SF Bay Area,200.0,2023-06-21,,Transportation,https://www.nasdaq.com/articles/uber-to-lay-off-200-employees-in-recruitment-division,Post-IPO,25200.0,United States,6/22/2023,UBER,42.16999816894531,42.65999984741211,47.16999816894531,1.161967511840307,11.856770730623563,1
Unity,SF Bay Area,50.0,2023-06-06,,Other,https://www.mercurynews.com/2023/06/06/tech-layoff-fremont-job-coherent-flex-unity-google-facebook-twitter/,Post-IPO,1300.0,United States,6/8/2023,U,36.31999969482422,35.84000015258789,39.959999084472656,-1.3215846538256728,10.022024835443915,1
Microsoft,Seattle,158.0,2023-05-10,,Other,https://www.geekwire.com/2023/microsoft-cutting-more-jobs-in-seattle-region-beyond-global-layoffs-announced-in-january/,Post-IPO,1.0,United States,5/11/2023,MSFT,299.8978576660156,305.0849914550781,327.2703857421875,1.7296334923603243,9.127283632234406,1
Unity,SF Bay Area,600.0,2023-05-03,0.08,Other,https://www.wsj.com/articles/unity-conducts-its-third-and-largest-round-of-layoffs-in-a-year-48fdafe1,Post-IPO,1300.0,United States,5/3/2023,U,25.309999465942383,24.989999771118164,35.84000015258789,-1.2643212231387695,41.60411263862284,1
Lyft,SF Bay Area,1072.0,2023-04-21,0.26,Transportation,https://www.cnbc.com/2023/04/27/lyft-layoffs-company-to-cut-1072-employees-or-26percent-of-its-workforce.html,Post-IPO,4900.0,United States,4/21/2023,LYFT,9.84000015258789,10.4399995803833,8.140000343322754,6.097555065968288,-17.276420557961494,0
Opendoor,SF Bay Area,560.0,2023-04-18,0.22,Real Estate,https://www.inman.com/2023/04/18/opendoor-lays-off-22-of-its-workforce-in-latest-round-of-cuts/,Post-IPO,1900.0,United States,4/18/2023,OPEN,1.75,1.690000057220459,2.5399999618530273,-3.428568158830915,45.14285496303013,1
Amazon,Seattle,9000.0,2023-03-20,,Retail,https://www.cnbc.com/2023/03/20/amazon-layoffs-company-to-cut-off-9000-more-workers.html,Post-IPO,108.0,United States,3/20/2023,AMZN,98.94999694824219,97.70999908447266,106.95999908447266,-1.2531560404374114,8.094999882031592,1
Meta,SF Bay Area,10000.0,2023-03-14,,Consumer,https://about.fb.com/news/2023/03/mark-zuckerberg-meta-year-of-efficiency/,Post-IPO,26000.0,United States,3/14/2023,META,179.49143981933594,192.50929260253906,217.15589904785156,7.252631544048019,20.983986348555757,1
Airbnb,SF Bay Area,30.0,2023-03-03,,Travel,https://www.bloomberg.com/news/articles/2023-03-03/airbnb-layoffs-hit-recruiting-staff-even-as-it-selectively-hires,Post-IPO,6400.0,United States,3/4/2023,ABNB,122.37999725341797,125.7300033569336,109.69000244140625,2.737380436917817,-10.369337389127372,0
DocuSign,SF Bay Area,680.0,2023-02-16,0.1,Sales,https://www.cnbc.com/2023/02/16/docusign-layoffs-company-to-cut-10percent-of-workforce.html,Post-IPO,536.0,United States,2/16/2023,DOCU,65.48999786376953,66.6500015258789,56.59000015258789,1.7712684378496732,-13.589857995865518,0
Twilio,SF Bay Area,1500.0,2023-02-13,0.17,Other,https://www.cnbc.com/2023/02/13/twilio-layoffs-1500-employees-17percent-of-workforce.html,Post-IPO,614.0,United States,2/13/2023,TWLO,60.06999969482422,61.31999969482422,62.86000061035156,2.0809056206932244,4.644582869488074,1
Zoom,SF Bay Area,1300.0,2023-02-07,0.15,Other,https://www.cnbc.com/2023/02/07/zoom-to-lay-off-1300-employees-or-about-15percent-of-its-workforce.html,Post-IPO,276.0,United States,2/7/2023,ZM,77.06999969482422,84.66000366210938,68.66999816894531,9.84819514381661,-10.899184584326688,0
eBay,SF Bay Area,500.0,2023-02-07,0.04,Retail,https://www.reuters.com/technology/ebay-lay-off-500-employees-2023-02-07/,Post-IPO,1200.0,United States,2/7/2023,EBAY,47.02595520019531,47.20473098754883,38.88101577758789,0.38016407448279355,-17.320093526932958,0
Dell,Austin,6650.0,2023-02-06,0.05,Hardware,https://www.bloomberg.com/news/articles/2023-02-06/dell-dell-lays-off-about-6-650-employees-in-latest-tech-cuts#xj4y7vzkg,Post-IPO,,United States,2/6/2023,DELL,39.700218200683594,38.49717330932617,34.512115478515625,-3.0303231213391837,-13.068196995649348,0
PayPal,SF Bay Area,2000.0,2023-01-31,0.07,Finance,https://www.cnbc.com/2023/01/31/paypal-to-lay-off-2000-employees-in-coming-weeks-about-7percent-of-workforce.html,Post-IPO,216.0,United States,1/31/2023,PYPL,79.21647644042969,81.056640625,76.3716812133789,2.322956368747485,-3.5911660741311184,0
Intel,SF Bay Area,343.0,2023-01-30,,Hardware,https://www.sfgate.com/tech/article/intel-plans-layoffs-california-campus-17752669.php,Post-IPO,12.0,United States,1/31/2023,INTC,27.154062271118164,26.951566696166992,25.76712417602539,-0.7457284767537413,-5.107663381062363,0
IBM,New York City,3900.0,2023-01-25,0.02,Hardware,https://www.bloomberg.com/news/articles/2023-01-25/ibm-to-cut-about-3-900-workers-still-hiring-in-higher-growth-areas,Post-IPO,,United States,1/25/2023,IBM,126.09695434570312,125.44639587402344,116.64857482910156,-0.5159192583637973,-7.492948236242254,0
Google,SF Bay Area,12000.0,2023-01-20,0.06,Consumer,https://www.nytimes.com/2023/01/20/business/google-alphabet-layoffs.html,Post-IPO,26.0,United States,1/20/2023,GOOGL,92.2872543334961,97.21650695800781,90.14494323730469,5.34120628044584,-2.3213509944177027,0
Wayfair,Boston,1750.0,2023-01-20,0.1,Retail,https://www.wsj.com/articles/wayfair-is-preparing-to-lay-off-more-than-1-000-workers-11674161122,Post-IPO,1700.0,United States,1/20/2023,W,38.90999984741211,46.790000915527344,38.33000183105469,20.251866098733306,-1.4906142858697475,0
Microsoft,Seattle,10000.0,2023-01-18,0.05,Other,https://www.usatoday.com/story/money/2023/01/18/microsoft-layoffs-10000-employees-stock/11074235002/,Post-IPO,1.0,United States,1/18/2023,MSFT,234.203125,229.7792205810547,246.82469177246094,-1.8889177584395223,5.38915386908733,1
Unity,SF Bay Area,284.0,2023-01-17,0.03,Other,https://www.wsj.com/articles/unity-software-lays-off-more-workers-as-tech-job-cuts-grow-11673974721,Post-IPO,1300.0,United States,1/17/2023,U,31.56999969482422,32.380001068115234,39.66999816894531,2.565731330760235,25.657264974408783,1
Coinbase,SF Bay Area,950.0,2023-01-10,0.2,Crypto,https://www.cnbc.com/2023/01/10/coinbase-to-slash-20percent-of-workforce-in-second-major-round-of-job-cuts.html,Post-IPO,549.0,United States,1/10/2023,COIN,38.27000045776367,43.22999954223633,56.400001525878906,12.960540959351993,47.373924356557666,1
Amazon,Seattle,8000.0,2023-01-04,0.02,Retail,https://www.wsj.com/articles/amazon-to-lay-off-over-17-000-workers-more-than-first-planned-11672874304,Post-IPO,108.0,United States,1/5/2023,AMZN,85.81999969482422,85.13999938964844,102.11000061035156,-0.7923564525680042,18.981590507404523,1
Salesforce,SF Bay Area,8000.0,2023-01-04,0.1,Sales,https://www.nytimes.com/2023/01/04/business/salesforce-layoffs.html,Post-IPO,65.0,United States,1/4/2023,CRM,132.82981872558594,137.5702362060547,168.80172729492188,3.5687901451269854,27.08119977461579,1
Intel,SF Bay Area,201.0,2022-12-06,,Hardware,https://www.crn.com/news/computing/intel-begins-layoffs-in-california-voluntary-unpaid-leave-program,Post-IPO,12.0,United States,12/30/2022,INTC,28.127981185913086,27.578346252441406,28.26297950744629,-1.9540504163410954,0.479943159236797,1
DoorDash,SF Bay Area,1250.0,2022-11-30,0.06,Food,https://www.reuters.com/business/retail-consumer/doordash-cuts-1250-jobs-an-effort-rein-expenses-2022-11-30/,Post-IPO,2500.0,United States,11/30/2022,DASH,53.34000015258789,58.25,48.36000061035156,9.205099050180433,-9.336332073472471,0
Amazon,Seattle,10000.0,2022-11-16,0.03,Retail,https://www.nytimes.com/2022/11/14/technology/amazon-layoffs.html,Post-IPO,108.0,United States,11/16/2022,AMZN,98.94000244140625,97.12000274658203,85.19000244140625,-1.8394983322362963,-13.897311158995528,0
Cisco,SF Bay Area,4100.0,2022-11-16,0.05,Infrastructure,https://www.bizjournals.com/sanjose/news/2022/11/16/cisco-announces-600m-restructuring-layoffs.html,Post-IPO,2.0,United States,11/17/2022,CSCO,40.69118881225586,40.229000091552734,42.92966079711914,-1.1358447226391122,5.5011221107137365,1
Coinbase,SF Bay Area,60.0,2022-11-10,,Crypto,https://www.theinformation.com/articles/coinbase-is-cutting-more-jobs,Post-IPO,549.0,United States,11/10/2022,COIN,45.97999954223633,50.91999816894531,40.189998626708984,10.743798773140915,-12.592433608462223,0
Meta,SF Bay Area,11000.0,2022-11-09,0.13,Consumer,https://www.cnbc.com/2022/11/09/meta-to-lay-off-more-than-11000-thousand-employees.html,Post-IPO,26000.0,United States,11/9/2022,META,95.71884155273438,100.679931640625,119.21446990966797,5.182981748851831,24.546503045577655,1
Salesforce,SF Bay Area,1000.0,2022-11-07,0.01,Sales,https://www.cnbc.com/2022/11/08/salesforce-cut-hundreds-of-employees-on-monday.html,Post-IPO,65.0,United States,11/9/2022,CRM,137.74765014648438,142.4978790283203,129.21295166015625,3.448500846863393,-6.195894069519232,0
Lyft,SF Bay Area,700.0,2022-11-03,0.13,Transportation,https://www.wsj.com/articles/lyft-plans-to-lay-off-hundreds-of-staffers-11667490092,Post-IPO,4900.0,United States,11/3/2022,LYFT,14.0,13.720000267028809,10.319999694824219,-1.9999980926513672,-26.28571646554129,0
Opendoor,SF Bay Area,550.0,2022-11-02,0.18,Real Estate,https://www.bloomberg.com/news/articles/2022-11-02/opendoor-lays-off-18-of-workers-in-wave-of-housing-cutbacks,Post-IPO,1900.0,United States,11/2/2022,OPEN,2.440000057220459,2.2899999618530273,1.409999966621399,-6.147544747941734,-42.21311747723445,0
Oracle,SF Bay Area,200.0,2022-11-01,,Other,https://www.businessinsider.com/oracle-cloud-infrastructure-layoffs-200-employees-2022-11?IR=T,Post-IPO,,United States,11/17/2022,ORCL,74.76502227783203,73.84564971923828,76.06743621826172,-1.2296827187147723,1.7420097001908548,1
Amazon,Seattle,150.0,2022-10-28,,Retail,https://www.geekwire.com/2022/amazon-makes-staff-cuts-at-amp-the-app-it-launched-this-year-to-reimagine-radio/,Post-IPO,108.0,United States,1/11/2023,AMZN,110.95999908447266,103.41000366210938,95.5,-6.80424971580574,-13.932948100245678,0
Zillow,Seattle,300.0,2022-10-26,0.05,Real Estate,https://techcrunch.com/2022/10/26/zillow-layoff-300-employees/,Post-IPO,97.0,United States,10/26/2022,Z,31.209999084472656,30.670000076293945,35.310001373291016,-1.7302115476426492,13.136822842324783,1
Salesforce,SF Bay Area,90.0,2022-10-13,,Sales,https://www.protocol.com/bulletins/salesforce-layoffs-hiring-freeze,Post-IPO,65.0,United States,10/14/2022,CRM,140.23117065429688,143.3355712890625,152.8755340576172,2.2137735998929293,9.016799435049764,1
Peloton,New York City,500.0,2022-10-06,0.12,Fitness,https://www.wsj.com/articles/peloton-to-cut-another-500-jobs-in-last-bid-for-turnaround-11665011471,Post-IPO,1900.0,United States,10/6/2022,PTON,8.489999771118164,8.829999923706055,8.5649995803833,4.004713330435242,0.8833900033811068,1
DocuSign,SF Bay Area,671.0,2022-09-28,0.09,Sales,https://www.sfgate.com/news/article/san-francisco-tech-company-docusign-layoffs-17473918.php,Post-IPO,536.0,United States,9/28/2022,DOCU,52.630001068115234,55.310001373291016,47.88999938964844,5.092153241090094,-9.006273194507735,0
Twilio,SF Bay Area,800.0,2022-09-14,0.11,Other,https://techcrunch.com/2022/09/14/twilio-lays-off-11-of-its-staff-as-it-aims-for-profitability-in-2023/,Post-IPO,614.0,United States,9/14/2022,TWLO,70.87000274658203,77.97000122070312,71.20999908447266,10.018340904415329,0.4797464720107163,1
Netflix,SF Bay Area,30.0,2022-09-14,,Media,https://deadline.com/2022/09/netflix-animation-layoff-30-staffers-overhaul-continues-1235118700/,Post-IPO,121900.0,United States,9/16/2022,NFLX,21.812999725341797,22.41200065612793,24.086000442504883,2.746073159714152,10.420394928636847,1
Snap,Los Angeles,1280.0,2022-08-31,0.2,Consumer,https://www.theverge.com/2022/8/30/23329301/snap-layoffs-20-percent-employees-snapchat,Post-IPO,4900.0,United States,8/30/2022,SNAP,10.010000228881836,10.880000114440918,10.819999694824219,8.691307349313268,8.091902571643233,1
Wayfair,Boston,870.0,2022-08-19,0.05,Retail,https://www.bostonglobe.com/2022/08/19/business/wayfair-cuts-870-jobs-including-400-boston-it-reacts-decline-sales/,Post-IPO,1700.0,United States,8/19/2022,W,71.33999633789062,57.0099983215332,39.20000076293945,-20.086906016206743,-45.051860421642246,0
Peloton,New York City,784.0,2022-08-12,0.13,Fitness,https://www.cnbc.com/2022/08/12/peloton-shares-jump-as-company-announces-price-hikes-for-some-products.html,Post-IPO,1900.0,United States,8/12/2022,PTON,11.90999984741211,13.529999732971191,10.680000305175781,13.602014326734752,-10.327452208184464,0
Robinhood,SF Bay Area,713.0,2022-08-02,0.23,Finance,https://techcrunch.com/2022/08/02/robinhood-23-layoff-vlad-tenev-responsibility-hiring/,Post-IPO,5600.0,United States,8/2/2022,HOOD,9.039999961853027,9.229999542236328,9.449999809265137,2.101765278595803,4.535396561307809,1
Rivian,Detroit,840.0,2022-07-27,0.06,Transportation,https://www.cnn.com/2022/07/27/business/rivian-layoffs/index.html,Post-IPO,10700.0,United States,7/28/2022,RIVN,31.690000534057617,32.0099983215332,31.889999389648438,1.009775266906924,0.6311102941632304,1
Lyft,SF Bay Area,60.0,2022-07-20,0.02,Transportation,https://www.wsj.com/articles/lyft-lays-off-about-60-employees-folds-its-car-rentals-for-riders-11658340622,Post-IPO,4900.0,United States,7/20/2022,LYFT,13.65999984741211,14.699999809265137,15.350000381469727,7.613469791143926,12.37189277405291,1
Unity,SF Bay Area,200.0,2022-06-29,0.04,Other,https://kotaku.com/sources-unity-laying-off-hundreds-of-staffers-1849125482,Post-IPO,1300.0,United States,6/30/2022,U,40.65999984741211,39.52000045776367,40.959999084472656,-2.8037368271682253,0.7378239994746113,1
Netflix,SF Bay Area,300.0,2022-06-23,0.03,Media,https://www.cnbc.com/2022/06/23/netflix-lays-off-300-more-employees-as-revenue-growth-continues-to-slow.html,Post-IPO,121900.0,United States,6/23/2022,NFLX,17.888999938964844,18.17099952697754,22.674999237060547,1.576385426657972,26.75386726158515,1
Coinbase,SF Bay Area,1100.0,2022-06-14,0.18,Crypto,https://www.cnbc.com/2022/06/14/coinbase-lays-off-18percent-as-execs-prepare-for-recession-crypto-winter.html,Post-IPO,549.0,United States,6/14/2022,COIN,52.0099983215332,51.58000183105469,58.66999816894531,-0.8267573627290202,12.805229883375585,1
PayPal,SF Bay Area,83.0,2022-05-23,,Finance,https://www.bizjournals.com/sanjose/news/2022/05/23/paypal-lays-off-83-workers-from-san-jose-hq.html,Post-IPO,216.0,United States,5/26/2022,PYPL,80.11168670654297,80.74828338623047,77.26689910888672,0.7946364704807884,-3.551026965737207,0
Netflix,SF Bay Area,150.0,2022-05-17,0.01,Media,https://www.cnbc.com/2022/05/17/netflix-lays-off-150-employees-as-the-streaming-service-contends-with-big-subscriber-losses.html,Post-IPO,121900.0,United States,5/17/2022,NFLX,18.650999069213867,19.055999755859375,17.551000595092773,2.171469126895294,-5.89779920120632,0
Netflix,SF Bay Area,25.0,2022-04-28,,Media,https://www.thewrap.com/netflix-layoffs-tudum-site-marketing-department/,Post-IPO,121900.0,United States,5/12/2022,NFLX,18.854000091552734,19.95199966430664,19.291000366210938,5.823695594686293,2.317811989690161,1
Robinhood,SF Bay Area,340.0,2022-04-26,0.09,Finance,https://www.cnbc.com/2022/04/26/robinhood-cutting-about-9percent-of-full-time-employees.html,Post-IPO,5600.0,United States,4/26/2022,HOOD,10.390000343322754,10.0,10.380000114440918,-3.753612419978329,-0.09624859048501083,0
Peloton,New York City,2800.0,2022-02-08,0.2,Fitness,https://techcrunch.com/2022/02/08/peloton-ceo-steps-down-as-the-company-cuts-2800-jobs/,Post-IPO,1900.0,United States,2/8/2022,PTON,29.75,37.27000045776367,20.200000762939453,25.277312463071166,-32.100837771632094,0
Zillow,Seattle,2000.0,2021-11-02,0.25,Real Estate,https://www.geekwire.com/2021/zillow-shutter-home-buying-business-lay-off-2k-employees-big-real-estate-bet-falters/,Post-IPO,97.0,United States,11/2/2021,Z,97.1500015258789,87.19999694824219,60.86000061035156,-10.241898529446988,-37.35460663462818,0
Salesforce,SF Bay Area,1000.0,2020-08-26,0.0185,Sales,https://www.bloomberg.com/news/articles/2020-08-26/salesforce-cuts-1-000-jobs-after-banner-quarter-stock-surge,Post-IPO,65.4,United States,8/26/2020,CRM,212.92393493652344,268.3797607421875,243.8695831298828,26.04489994147275,14.533663490008694,1
Uber,SF Bay Area,3000.0,2020-05-18,0.13,Transportation,https://layoffs.fyi/2020/05/18/uber-lays-off-3000-more-employees-on-top-of-the-3700-laid-off-earlier-this-month/,Post-IPO,24700.0,United States,5/18/2020,UBER,32.470001220703125,33.619998931884766,32.29999923706055,3.5417236462818273,-0.5235662988955588,0
Uber,SF Bay Area,3700.0,2020-05-06,0.14,Transportation,https://layoffs.fyi/2020/05/12/uber-laid-off-3700-employees-with-more-expected/,Post-IPO,24700.0,United States,5/6/2020,UBER,28.06999969482422,27.81999969482422,36.59000015258789,-0.8906305761239359,30.352691665097026,1
Lyft,SF Bay Area,982.0,2020-04-29,0.17,Transportation,https://layoffs.fyi/2020/04/30/lyft-laid-off-982-employees/,Post-IPO,4900.0,United States,4/29/2020,LYFT,32.7400016784668,34.060001373291016,31.68000030517578,4.031764285743415,-3.2376338391826716,0
